permutation,feature_name
1.2911623806145767,KRT19
-1.9117622826648395,TGFBI
7.648715479499277,FN1
0.9927813557059355,VIM
6.533342443239817,CD24P4
2.446548705544723,SPARC
-2.3336343981703083,S100A16
1.3437534655497545,UCHL1
-0.26140063057002455,SPINT2
1.7080284774294108,KRT7
3.12772980035672,C19orf33
2.7394286876303684,KRT8
1.3185699843372578,PRSS23
0.12132274545367004,S100A4
0.3020832476450297,EPCAM
3.5919369374353565,MGST1
0.0313329359271762,KRT18
3.7058761539288843,CLDN4
6.529856357800655,IGFBP3
-0.029129729929626653,CD44
0.02445140327027302,SFN
-0.9725690323296818,IFITM1
3.7044050258735584,CRIP1
0.03664573013645708,ANXA1
0.6435941216069667,LGALS3
0.3364281613916407,ITGA3
-0.07512514121391269,CLU
1.0077087735564216,GPRC5A
-1.4004581313031423,EEF1A2
-1.4480920027438338,CYBA
-0.704586672450522,CAV1
0.6398779545288215,S100A2
-0.5165123630078032,CTSL
-0.02014260166747042,CCND1
1.0738328421664214,THBS1
-0.8409274739760962,IFITM3
1.5750622066089441,ARHGDIB
1.6329172805572547,FOS
0.19740307407791274,S100A14
0.17364191572459353,NGFRAP1
0.8253795329174396,HSPA1A
-2.2177081129764593,BST2
0.04194458000398132,GDF15
-1.6162328756454318,AGR2
0.5250602445046252,FXYD3
-1.6874047959713363,CAPG
1.9177932104745874,TM4SF1
1.2889522024461486,CNN3
2.1181106519796384,CTSZ
1.1438473821265245,EMP1
0.46623603880422787,LGALS1
0.8877177127405109,CAV2
3.758139546832781,S100A6
1.1087006687289065,PLS3
0.36385668162695695,AKR1B1
2.3306363646926305,CD9
0.5369268793395282,S100P
0.12518532812026006,IER3
0.40599648241553127,CYR61
-0.6360850935710146,MSN
-0.17666783788578502,PTRF
-0.4948010228927105,PEG10
-0.20367105569752367,MMP14
0.6741113135413793,ALDH7A1
1.2339487463870715,WBP5
-0.5526142638157512,CALD1
-1.334689643407937,LAMB1
0.9495050910641948,TUBA1A
-1.7552719073009164,FOSL1
2.880594231403741,LAMB2
-0.43095685415992174,MDK
1.9983984779988606,SERPINE2
-0.37131690446676086,TNFRSF12A
-0.22541028449612965,LGALS3BP
0.11887551347537924,TUBB3
-0.8424822680819619,IFI16
-0.117655383571673,TPD52L1
-0.41136505399183876,TNFAIP2
-0.4789184176318944,SNURF
2.2858262224576587,TIMP2
0.43709933670372286,CD74
-1.0780649498895625,RAB34
-0.09390119738923211,SERPINE1
-0.1866101535582713,TUBA4A
-0.3264370405230062,SLPI
-0.7415182615929903,IFITM2
0.01794636784079919,PPAP2C
0.845738271882138,H1F0
-0.008896490040738059,FKBP10
-0.09899785430128503,CRIP2
-1.2981066628093847,MYOF
2.0344515736106605,IGFBP4
0.47492336371861626,MEST
1.1361710219894927,MT1E
0.6530553574888488,TPM2
0.20572784610662845,ST14
1.4074093856688286,TSTD1
3.582531478920501,IFI27
-0.2077009704651934,LSR
0.20862129702113183,LAMA5
0.5706652142197253,CKB
0.36633877445963936,HLA-B
1.0005274375517506,S100A10
-0.6335053903460357,CDH1
-0.9122667264030804,GLUL
0.2637363078142622,ASS1
-0.4419728841476695,MT2A
-0.45640527786579477,IGFBP7
-0.3696784443103553,GPR56
-1.739947075710366,LCP1
0.7480581578768557,FABP5
-0.26813574763848297,MYL9
1.0068651408801448,MAL2
0.6737348163139499,NQO1
-0.877391927669717,FXYD5
0.3014069470698325,ID1
0.04155413843479532,LAMC2
0.5309238402132934,OCIAD2
-0.05901245431411201,PDLIM1
0.5186388751256912,TINAGL1
-0.4858487554849459,GSTP1
2.497145749608701,TGM2
-0.16782712521207352,ALDH1A3
1.5381585061499892,CLDN7
-0.5501251988121905,TIMP1
-0.41041683875238705,ELF3
-0.18822769720204183,ID3
-0.2570221072584387,TPM1
-0.7192979530037801,TNNT1
-0.059319229832758155,ID2
0.80473493494673,EPHA2
-0.0712137533511744,PLK2
0.07965705228482158,PFN2
0.33736243228933577,MET
0.9323465785326459,MLPH
0.42639008223462127,EPS8L2
0.3149887359408025,COL4A2
-1.1847809973531491,DKK1
-0.004699243171988598,BASP1
0.2229491081760822,TSPAN1
-0.09008741991879034,EMP3
-0.09183046263837068,PTPRF
-0.47994332675100765,PSMB8
0.970163633376661,AHNAK
0.6481818100449022,CDKN2A
0.24049109010593878,PTGR1
0.8315359598029973,LTBR
1.1218432108345422,TXNIP
-0.10067117531208215,ISG15
0.07047470323807234,LAPTM4B
0.4238591842057906,CLDN1
-0.49080596897943235,TUBB6
6.055079409670484,PLAU
-0.1924876936086962,AKR1C3
0.5497487015847612,SLC16A3
-0.01810672777100058,RPL39L
0.204047552924953,FKBP9
2.9287300991476717,FSTL1
0.10976985830829154,S100A11
0.04046647977777719,IL32
0.5194337026058199,YAP1
0.1962387215412331,AMOTL2
0.48522126010589695,VAMP8
0.8924587889377694,SPATS2L
0.660892077556082,CRIM1
-1.006391033260419,FHL2
-0.7911043408796118,CBS
0.21723890022673703,FBLN1
-0.5061726335952527,ANXA3
6.114196446547771,H2AFJ
-0.4697779016104151,FSCN1
0.15033394847836523,COL1A1
0.35131374621685685,JUP
0.06940796109368917,DMKN
-0.26874232650489693,TRAV23DV6
-0.18951057664365298,PHGDH
-1.4308010189655969,WLS
0.8737175936168416,CTGF
-0.8634057528878043,SERPINB6
2.069744702596723,DCBLD2
-0.7129463053336293,ENAH
1.2519718081075322,DUSP23
-0.06735117068458436,LOXL2
-0.7752356799605523,SERINC2
1.1259707359945086,ANXA6
1.545053983148649,AL589743.1
0.2407002552322884,SERPINB1
0.5929134114924487,SERPINH1
-0.06272862139225731,C12orf75
0.14269244919572502,PTK7
-0.0639348069542069,PERP
0.28578928430239264,PYGL
0.9854605762836981,FADS2
-0.12944532452691443,RND3
0.3145913222007382,AP1M2
-0.7631389634866648,ABCC3
0.47463750471260513,FAM129B
-0.863161726907063,MYEOV
0.5229895097537638,PAM
-0.40233609270441256,TFPI
-0.7648471453518535,RAC2
0.7322522464957012,F3
0.9411036251558176,NT5E
-0.32358542263377277,CBR1
0.556428041286193,SPINT1
0.4768895159063029,IGFBP2
-0.6267842176193339,CRABP2
1.0513894241091049,ERRFI1
-1.1471243024393356,SLC43A3
0.2932216184586832,COTL1
0.0005298849867524236,TRAV12-1
2.3027128203249534,NBL1
1.6719126322797062,MCAM
3.375604419422801,EVL
0.33881264383202664,GNG12
0.18523663589524197,AGRN
0.9085645036666917,UPP1
-0.6426528785383933,DSP
1.9428372482695178,HMGA2
0.353551813068798,LAMB3
2.6380254343760625,PPIC
-1.4391606518487041,ITGB4
0.1989230073293868,TUSC3
0.1779019121312479,UCP2
-0.4944245256652811,ITGA6
-0.17479232391951657,FAT1
-0.11191728693881452,CTSH
1.168982058142873,TES
0.24651504574480843,SDC1
0.7301396787195698,CST3
-0.5610227018950068,STOM
0.48214653274855723,COL6A1
-1.0750669164118842,PON2
-0.2532919958385368,NCKAP1
0.8217888649151041,TMEM98
-0.027442464577072886,CD99
0.4250862862803752,DUSP6
0.19248072143781786,KRT80
-0.27159394439413037,LAMC1
0.26889571426422,GPC1
0.42230439009992493,EPHX1
-0.38980012946519077,PSMB9
0.5650944496879464,S100A13
1.0253344215368179,IGFBP6
0.19002651728864875,CAPN2
-0.7483579612246235,LLGL2
1.4765663486108982,SDC4
0.235505987927939,PKP3
-0.2136133713700099,ASPH
-0.4760179945465127,RAB13
-0.502254273561636,LINC00152
0.30752851310099866,MIR4435-1HG
-0.38349031482030993,APP
0.4643186918126895,IFI6
0.3812173871139772,LY6E
-0.011518026290986891,CTTN
0.3497380355983562,LDHB
0.9281632760056532,RAI14
-0.8768480983412079,TSPAN13
0.7224702907534163,AMIGO2
0.0,TCEB1P4
0.43487521419353836,CORO1A
0.0,RNU4ATAC17P
0.24532280452461547,EGR1
-1.1546612191588008,ITGB5
-0.1546636665938028,ERBB2
0.6830496366073873,MAGED1
0.0,RN7SL776P
3.9749043394397923,QPRT
0.2630181742137951,GPRC5C
-0.8425101567654751,EHD2
0.10145205845045416,STAT6
0.4850469558339389,ECHDC2
-0.2510818176701089,SCRN1
-0.21619307459498882,BNIP3
0.6880068501018738,TNFRSF21
0.44604463194060917,AKAP12
0.033933555664790074,KIRREL
-0.2703180371233976,NDRG1
-0.24707281941507414,LMNA
0.11986556174010088,EGFR
-0.659525532063931,TRIP6
0.5934572408209577,TAGLN
0.16270955178738564,MYO1B
0.4024894804637356,ATP1B1
0.5910030366717887,ZFP36L1
1.2878994046435221,MXRA7
-0.03519551859376624,AL355512.1
-0.8473767320385435,STC2
0.41636410051159517,FAM127A
0.7032759043253975,MUC1
0.22265627699919271,TMBIM1
0.0,AC010145.4
-0.15794058690661383,PLAUR
0.0,RNA5SP295
-0.03852124410272553,KIFC3
0.507155709689096,NUP210
-1.786026153045192,LIF
-0.07780245483118808,ISYNA1
0.0,RNA5SP150
1.1101369359298408,OSMR
-0.004538883241787207,IGHV2-26
0.0,RNA5SP242
0.23206173551404824,TMC6
0.38979315729431246,ANXA2
0.9649066165344067,DBNDD2
1.2080052985488376,RNA5SP283
-0.5944333447439227,MARCKS
0.029631726232865793,TMEM132A
0.2626347048154874,DDR1
0.23427191368247613,IFI30
0.0,AC078851.1
0.03190465393919856,TRBV3-1
0.07360520796243863,APLP1
0.0,RNU4-6P
0.05552636887495133,MGST2
0.35072808386307786,DST
0.02726816030511485,IGHV3-20
-0.3244708883353196,ANXA4
0.21402472945183088,RP11-14N7.2
-0.36496525679661007,C1R
0.07955246972164676,NPDC1
-2.0453211880099635,RPS4Y1
1.766134549529341,TRBV5-6
0.21466616917263645,PRDX2
0.0,RNA5SP491
3.4487215754237575,GPX8
-0.11023002158626075,PSAT1
0.5453213730770271,SEPT10
-0.3115096226725202,PROCR
-0.5772539156997389,MT1X
0.0,RNA5SP28
-1.1510984398399786,OAS1
1.2109126938050976,FAM213A
0.6018935675837266,AC103809.1
0.0,AL117190.1
-0.42340599309869975,RDX
-0.10123592115322619,PRNP
-0.22193814339872564,ITM2C
-0.2773250688561105,TP53I11
0.0,MIR133B
1.0479730603787274,PTK2
-0.439553540852892,AL008708.1
-0.5937779606813606,ROBO1
-0.20429157890569424,DDIT4
0.0,RNA5SP301
0.5856832702916295,ARHGAP29
0.43872385251837176,NRP1
-0.14519545854104238,F11R
0.0,RNU5E-4P
0.5437038294332566,GSTM3
0.0,MIR769
0.22223794674649344,SLC9A3R2
0.0,TRBV7-5
0.2074011671174256,RP11-343H5.4
-0.1696747504948287,MFGE8
0.24217138328761423,RHOB
0.0,RP13-766D20.1
0.0,RPS28P1
-2.126797976894027,COL7A1
3.3571490831078847,PMEPA1
0.10057356491978565,MYADM
0.27180310952048004,IGHV6-1
0.20472385350015018,HTATIP2
0.013030987371582627,RP11-358H18.3
0.2792703045311622,COL18A1
0.5747787950379348,TCEAL4
0.0,RNA5SP507
0.0026145640793705112,TMEM54
0.0980705555744683,ENO2
-0.0009063822141817772,KIR3DL1
0.3889634689597922,LITAF
0.33108050632796826,ACTN1
0.21484047344459448,FAM84B
0.0,RNA5SP175
-0.1115198731987502,P4HA2
0.0,RP11-476O21.1
0.7612006999824914,CD68
0.46000989020988686,CASP4
0.18422567111788538,DHRS3
0.0,RNA5SP246
0.003451224584769075,FBLIM1
-0.8356704571338419,SELM
-0.01928502464943689,MYC
0.5122314500885139,HLA-C
0.4332158375244979,BCAM
0.0,AC003658.1
0.0,RP11-843B15.1
0.07648471453518535,GAMT
