permutation,feature_name
-0.1932685842638476,AGRN
-0.039489764233948496,UPP1
0.5155541954313715,DSP
2.0278097343291397,HMGA2
-0.022123292770328234,LAMB3
3.0106041127367944,PPIC
-1.71538246297117,ITGB4
1.0220773243239205,TUSC3
0.06185121143069953,UCP2
-0.07437938770488824,ITGA6
0.40211121457139654,FAT1
0.39044791489842745,CTSH
2.520024795971077,TES
-0.30082037668073225,SDC1
-0.147072892759573,CST3
-0.5643946545132887,STOM
0.7453606824858745,COL6A1
-0.16244012048559137,PON2
1.6315333032051016,NCKAP1
-0.2819309703323557,TMEM98
-0.14860209486607726,CD99
0.0826019826382227,DUSP6
-0.7641247443992917,KRT80
-0.25813432935531994,LAMC1
0.3899214682715981,GPC1
0.08297174872135282,EPHX1
1.6642105973990085,PSMB9
0.49402002150535224,S100A13
2.2162525578470516,IGFBP6
-0.29819441076833353,CAPN2
0.5227928365502749,LLGL2
0.6812094006736705,SDC4
-0.12898569079493638,PKP3
-0.05870506611321942,ASPH
-0.17358950797522704,RAB13
0.26833736636101235,LINC00152
-0.20278222687726355,MIR4435-1HG
0.0013662543410570976,APP
0.03131103985284982,IFI6
0.15689362923863936,LY6E
-0.0467534742398438,CTTN
0.04857723576850259,LDHB
0.190028430620148,RAI14
-0.49470941589762873,TSPAN13
-0.8529814143419867,AMIGO2
0.0,TCEB1P4
-0.2465963741173102,CORO1A
0.0,RNU4ATAC17P
-0.1816930256953501,EGR1
1.244074853080455,ITGB5
0.41576122353847156,ERBB2
1.7527100357020693,MAGED1
0.0,RN7SL776P
-0.5527501565055635,QPRT
0.6331398098667534,GPRC5C
-0.5296053065903165,EHD2
0.23767811756995125,STAT6
0.5366809999437727,ECHDC2
0.739306546277337,SCRN1
-0.049799344009356414,BNIP3
-2.835491669876811,TNFRSF21
0.21601859920897268,AKAP12
-0.7661678586891293,KIRREL
-0.3417641363602094,NDRG1
0.5415380967984481,LMNA
-0.03851834486301341,EGFR
0.12517521997217163,TRIP6
-0.41253987156001587,TAGLN
0.3075889761685381,MYO1B
-0.33769044222403,ATP1B1
-0.2605346752847918,ZFP36L1
1.1236125838627555,MXRA7
-0.8893062315932112,AL355512.1
0.044478472745331295,STC2
0.5089610781525088,FAM127A
0.5923840668397153,MUC1
1.612612560747985,TMBIM1
0.0,AC010145.4
-1.4000722696091348,PLAUR
0.0,RNA5SP295
0.11527927683212962,KIFC3
-1.9702202336870585,NUP210
-1.1044787558662081,LIF
-0.04207185959411145,ISYNA1
0.0,RNA5SP150
1.7774467599413004,OSMR
0.003785401935772876,IGHV2-26
0.0,RNA5SP242
0.9399579177602914,TMC6
0.22055606775450176,ANXA2
-1.0817851459168148,DBNDD2
0.34604464881407176,RNA5SP283
-0.06715954825122872,MARCKS
-0.3542735109691542,TMEM132A
0.5287404299890968,DDR1
1.5670059880880196,IFI30
0.0,AC078851.1
0.009081204312806122,TRBV3-1
0.2780076895181275,APLP1
0.0,RNU4-6P
0.5031200274834022,MGST2
0.039314282025005386,DST
0.006724728935570027,IGHV3-20
0.01259711571341636,ANXA4
-0.7598254302801853,RP11-14N7.2
0.8554318980454424,C1R
0.058849212213422694,NPDC1
4.297540495351605,RPS4Y1
-0.12398444784005763,TRBV5-6
0.1541360516695333,PRDX2
0.0,RNA5SP491
0.22847156882218578,GPX8
0.3886241533697687,PSAT1
0.6491525614328125,SEPT10
-2.4718862657249323,PROCR
-0.28733958270085236,MT1X
0.0,RNA5SP28
-0.11821860383192677,OAS1
-0.0740096216217581,FAM213A
0.593637511189309,AC103809.1
0.0,AL117190.1
0.7762518184816104,RDX
0.48191801631002534,PRNP
0.29316183170471494,ITM2C
1.138359356635725,TP53I11
0.0,MIR133B
1.1524355366816619,PTK2
-0.07677346641261214,AL008708.1
0.025695609166670186,ROBO1
-0.27663516795532245,DDIT4
0.0,RNA5SP301
-0.08152402049757214,ARHGAP29
-0.4815294485616513,NRP1
0.17875369869555294,F11R
0.0,RNU5E-4P
0.27538172360572877,GSTM3
0.0,MIR769
-0.7171331157330251,SLC9A3R2
0.0,TRBV7-5
-0.9129336575830519,RP11-343H5.4
1.8381322681268777,MFGE8
0.615591588972442,RHOB
0.0,RP13-766D20.1
0.0,RPS28P1
0.014113783376424698,COL7A1
5.360686923789962,PMEPA1
0.6354712163569977,MYADM
0.422805580783188,IGHV6-1
0.7218084631570094,HTATIP2
0.006217083973984592,RP11-358H18.3
-0.23923865578519538,COL18A1
0.505752260617549,TCEAL4
0.0,RNA5SP507
0.07249295395874977,TMEM54
0.33989650427931484,ENO2
0.006254687304472401,KIR3DL1
-0.658164826306391,LITAF
-0.856710411282028,ACTN1
0.5201856723031201,FAM84B
0.0,RNA5SP175
0.06714701380773277,P4HA2
0.0,RP11-476O21.1
-1.2113912916648,CD68
-0.675769452196434,CASP4
-0.7987511445568167,DHRS3
0.0,RNA5SP246
-0.9147198157812229,FBLIM1
0.6862858502895249,SELM
0.357294311851675,MYC
-0.8351574356907648,HLA-C
-0.0902417259489961,BCAM
0.0,AC003658.1
0.0,RP11-843B15.1
0.9703852793466776,GAMT
0.7502867187797776,ICA1
0.7866554065832378,SEMA3C
-0.053083368205291824,EPB41L2
0.762658214510267,GSN
0.0,MTND5P20
-0.04965519790915314,TRBV2
0.0,RNA5SP123
0.0,AC079987.2
0.371733990758994,PLOD2
0.0,RNA5S9
0.38001299068806016,SNHG14
0.0,RP11-408A13.2
1.0339913128668083,GPX1
0.0,RP11-413E1.2
0.7848128433893351,ZYX
0.13460738870286396,ITGA5
0.0,AC090420.1
0.6069428229602457,RHOBTB3
0.0011343671363822693,RP11-129J12.1
-0.2603779947410926,CD276
0.0010090227014229024,DEFA3
-0.450506700909208,NME4
-0.32182183675817416,PLIN2
-1.4434915818790595,CDKN1A
-0.004130099131911135,AC108051.1
0.0,AL669914.1
0.8695268797566231,CMBL
0.09481679782501298,CYB561
0.0,AC074290.1
0.22255531149210367,GAS6
0.0,TSPY14P
2.7744238611646077,SMARCA1
1.0852822556521813,LINC00511
0.3140003440167097,PLXND1
1.5984862429280644,ADM
0.0,MIR3909
-0.009338160404472823,REXO1L3P
-0.09887795751769647,TNFRSF1A
-0.008655033233944275,IGLV3-16
1.1871559451654066,DUSP1
0.38623634188379274,CD55
0.0,RNU1-119P
0.3484825980740315,SPG20
0.31788602150045003,KCNN4
3.226622711945767,C15orf52
0.0,RP11-432M8.7
2.555873304369456,TGFB1
0.0,TMSB10P2
0.3998800836291198,GOLM1
0.0,IGHV1-68
0.0,RP11-383H17.4
-0.26082296748519834,TSPO
-0.6334531709541518,ALDH2
0.0,RNA5SP440
0.0,RNU4-9P
0.006492841730895199,CTD-2029E14.1
0.0,RP1-85D24.1
0.22591454234901467,WWTR1
-0.009162678195529711,TPD52
0.2072695576488089,FAM107B
2.9964777949168737,ALCAM
0.0,RP11-1407O15.3
0.0,RPS29P2
0.24252267998113078,PHLDB2
-0.014978659977644328,HLA-E
0.0,RNU4-90P
2.4768749742363148,KLF5
0.13949582166627927,BHLHE40
0.0,RNU4-45P
-0.30279455153134227,HLA-DRA
3.4547809196805543,PXN
-1.0323054302166048,CSRP1
0.7731808798251059,GPX2
1.1782752919485353,LTBP3
0.0,GPN3P1
-0.30234957878723656,SH3BGRL
-0.2391321130154799,SAT1
0.942189048702568,TUBB2A
0.0,RNU1-88P
0.29032278025288527,BACE2
1.3982673097457199,HLA-F
0.7311654252267261,EPS8L1
0.0,RNA5SP36
0.0,IGHV1-8
0.0,RP11-76H14.5
0.0,IGKV1-9
0.0,AP001282.1
-0.40606583149436454,TRIB2
0.0,RP4-591B8.3
-0.3285277640285003,ANXA2P2
0.0,MYF5
1.2132651909674426,MGLL
0.7762079479293746,PTPN6
-0.14050484436770216,CTSC
0.33035779277890703,FGFR1
0.30446163251630187,GSDMD
-0.19709785675185626,MAPK13
0.0,RP11-72J9.1
0.523557437603527,PXDC1
-0.4807209769561634,PHLDA3
0.14145746207339335,MARCKSL1
0.19729840784779126,HSPB1
1.6987993942260458,STARD10
0.0,AC002523.1
0.09154530807257351,CENPV
-0.4639248226716083,FRMD6
0.0,RP11-19J3.5
-0.13013259237481456,BDH1
-0.619163905368784,DSG2
-0.20941921470836203,SPAG11B
0.0,RP11-105N14.2
0.0,X1
0.0,X2
0.0,X3
0.0,X4
0.0,X5
0.0,X6
0.0,X7
0.0,X8
0.0,X9
0.0,X10
0.0,X11
0.0,X12
0.0,X13
0.0,X14
0.0,X15
0.0,X16
0.0,X17
0.0,X18
0.0,X19
0.0,X20
0.0,X21
0.0,X22
0.0,X23
0.0,X24
0.0,X25
0.0,X26
0.0,X27
0.0,X28
0.0,X29
0.0,X30
0.0,X31
0.0,X32
0.0,X33
0.0,X34
0.0,X35
0.0,X36
0.0,X37
0.0,X38
0.0,X39
0.0,X40
0.0,X41
0.0,X42
0.0,X43
0.0,X44
0.0,X45
0.0,X46
0.0,X47
0.0,X48
0.0,X49
0.0,X50
0.0,X51
0.0,X52
0.0,X53
0.0,X54
0.0,X55
0.0,X56
0.0,X57
0.0,X58
0.0,X59
0.0,X60
0.0,X61
0.0,X62
0.0,X63
0.0,X64
0.0,X65
0.0,X66
0.0,X67
0.0,X68
0.0,X69
0.0,X70
0.0,X71
0.0,X72
0.0,X73
0.0,X74
0.0,X75
0.0,X76
0.0,X77
0.0,X78
0.0,X79
0.0,X80
0.0,X81
0.0,X82
0.0,X83
0.0,X84
0.0,X85
0.0,X86
0.0,X87
0.0,X88
0.0,X89
0.0,X90
0.0,X91
0.0,X92
0.0,X93
0.0,X94
0.0,X95
0.0,X96
0.0,X97
0.0,X98
0.0,X99
0.0,X100
